,Unnamed: 0,site_id,year,day,hour,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,rel_hum,global_horiz_sol_rad
2613,64043,7,2016,19,21,6.1,,-11.2,,1019.8,350,4.1,92.01,0
2614,64044,7,2016,19,22,5.1,,-10.9,,1020.1,360,4.6,82.34,0
2615,64045,7,2016,19,23,4.2,,-10.9,,1020.4,350,3.6,77.34,0
2616,64046,7,2016,20,0,3.5,,-11.3,,1020.5,350,4.1,76.28,0
2617,64047,7,2016,20,1,1.5,,-10.4,,1020.8,360,3.6,73.45,0
2618,64048,7,2016,20,2,1.8,,-9.4,,1020.7,360,2.6,73.38,0
2619,64049,7,2016,20,3,1.7,,-11.5,,1020.7,40,3.1,73.07,0
2620,64050,7,2016,20,4,1,,-11.3,,1020.8,70,1,71.81,0
2621,64051,7,2016,20,5,-1.1,,-9.5,,1021.2,310,0.5,72.58,0
2622,64052,7,2016,20,6,-1.6,,-7.4,,1021.9,340,1,73.14,67
2623,64053,7,2016,20,7,0.4,,-6.8,,1022.6,350,2.6,71.63,303
2624,64054,7,2016,20,8,2.1,,-12.1,,1022.7,40,2.6,68.83,538
2625,64055,7,2016,20,9,3.3,,-12.7,,1022.8,50,2.6,66.08,750
2626,64056,7,2016,20,10,3.5,,-13.1,,1022.6,80,1,63.93,923
2627,64057,7,2016,20,11,6,,-11,,1022.1,130,1,61.36,1047
2628,64058,7,2016,20,12,7.2,,-11.4,,1021.5,250,2.1,59.50,1111
2629,64059,7,2016,20,13,8.3,,-13.8,,1020.3,230,2.1,58.91,1113
2630,64060,7,2016,20,14,9.3,,-14,,1019.6,240,3.1,57.78,1052
2631,64061,7,2016,20,15,11,,-8.7,,1018.7,300,3.6,57.62,931
2632,64062,7,2016,20,16,11.4,,-9.8,,1018.2,260,3.6,57.58,761
2633,64063,7,2016,20,17,11.6,,-10.7,,1017.7,250,2.6,60.01,551
2634,64064,7,2016,20,18,11.6,,-9.9,,1017.3,280,5.1,62.12,316
2635,64065,7,2016,20,19,11.2,,-9.8,,1016.9,310,4.6,64.14,78
2636,64066,7,2016,20,20,10,,-8.9,,1016.9,270,2.1,67.21,0
2637,64067,7,2016,20,21,7.3,,-6.8,,1017,210,2.6,70.16,0
2638,64068,7,2016,20,22,6.7,,-5.7,,1017.3,210,4.1,71.76,0
2639,64069,7,2016,20,23,6.9,,-5.9,,1017.7,360,4.1,73.95,0
2640,64070,7,2016,21,0,6.2,,-6.6,,1018.1,30,3.6,78.95,0
2641,64071,7,2016,21,1,4.7,,-7.3,,1018.5,10,3.6,86.82,0
2642,64072,7,2016,21,2,3.8,,-7.8,,1018.7,360,4.6,90.18,0
2643,64073,7,2016,21,3,2.9,,-9.4,,1019.2,360,4.6,95.72,0
2644,64074,7,2016,21,4,1.9,,-11.1,,1019.8,20,3.6,97.26,0
2645,64075,7,2016,21,5,1.1,,-11.4,,1020.2,10,4.6,97.81,0
2646,64076,7,2016,21,6,0.2,,-11.1,,1021,360,3.1,98.04,72
2647,64077,7,2016,21,7,0.3,,-10.7,,1021.6,360,4.1,98.21,309
2648,64078,7,2016,21,8,1.3,,-10,,1021.7,360,4.1,98.25,544
2649,64079,7,2016,21,9,2,,-11.7,,1021.4,20,2.6,96.00,755
2650,64080,7,2016,21,10,2,,-12.1,,1021.2,350,2.1,95.00,928
2651,64081,7,2016,21,11,3.9,,-10.8,,1020.7,360,2.1,88.00,1051
2652,64082,7,2016,21,12,4.9,,-10.7,,1020.2,310,3.1,83.00,1115
2653,64083,7,2016,21,13,6,,-12.1,,1019.1,310,3.1,78.00,1117
2654,64084,7,2016,21,14,7.4,,-9.7,,1018.5,290,2.6,73.00,1055
2655,64085,7,2016,21,15,8,,-11.6,,1017.7,300,1.5,71.27,935
2656,64086,7,2016,21,16,7.9,,-12.2,,1017.1,290,2.6,67.79,764
2657,64087,7,2016,21,17,8,,-13.4,,1016.5,320,3.1,65.54,555
2658,64088,7,2016,21,18,7.7,,-12.6,,1016.4,360,3.6,70.73,321
2659,64089,7,2016,21,19,7.3,,-11.5,,1016,360,3.1,70.31,82
2660,64090,7,2016,21,20,6.9,,-12.5,,1015.9,20,2.1,70.06,0
2661,64091,7,2016,21,21,6.1,,-13.4,,1015.9,20,3.6,70.67,0
2662,64092,7,2016,21,22,5.6,,-12.1,,1015.7,30,3.1,72.35,0
2663,64093,7,2016,21,23,5.2,,-12.1,,1015.4,30,3.6,67.93,0
2664,64094,7,2016,22,0,5,,-11.9,,1015,40,3.1,74.33,0
2665,64095,7,2016,22,1,4.7,,-11.6,,1014.4,50,4.6,76.69,0
2666,64096,7,2016,22,2,4.4,,-12,,1014,50,4.6,81.35,0
2667,64097,7,2016,22,3,3.9,,-11.9,,1013.8,70,5.1,83.69,0
2668,64098,7,2016,22,4,3,,-10.7,,1013.1,70,5.7,84.21,0
2669,64099,7,2016,22,5,2.5,,-11.8,,1012.4,70,6.7,87.72,0
2670,64100,7,2016,22,6,2,,-11.1,,1012.5,60,5.7,93.46,77
2671,64101,7,2016,22,7,1.6,,-10.3,,1012.3,70,6.2,93.18,315
2672,64102,7,2016,22,8,1.5,,-11.1,,1012.4,70,5.7,87.38,550
2673,64103,7,2016,22,9,2.3,,-11.2,,1012.1,60,6.7,80.92,760
2674,64104,7,2016,22,10,3.3,,-11.2,,1012.4,70,6.2,76.57,932
2675,64105,7,2016,22,11,3.5,,-10.7,,1012.3,70,4.1,69.32,1055
2676,64106,7,2016,22,12,4.2,,-10.2,,1011.8,90,4.1,62.20,1119
2677,64107,7,2016,22,13,5.8,,-10.7,,1011.1,50,3.6,54.33,1120
2678,64108,7,2016,22,14,7.3,,-9.4,,1010.8,10,2.1,53.23,1059
2679,64109,7,2016,22,15,9.5,,-8.9,,1010.1,20,2.6,47.92,939
2680,64110,7,2016,22,16,9.7,,-10.2,,1010.1,270,2.6,45.07,768
2681,64111,7,2016,22,17,10.2,,-10.8,,1010.1,330,5.1,43.61,559
2682,64112,7,2016,22,18,10.1,,-11.8,,1010.7,330,5.1,44.05,325
2683,64113,7,2016,22,19,9.7,,-10.9,,1010.6,350,5.1,47.77,86
2684,64114,7,2016,22,20,8.5,,-12.3,,1010.7,350,5.7,52.63,0
2685,64115,7,2016,22,21,7.3,,-11.5,,1011.6,330,4.1,59.01,0
2686,64116,7,2016,22,22,5.9,,-10.9,,1012.1,340,4.6,68.58,0
2687,64117,7,2016,22,23,5,,-11,,1012.5,340,4.1,63.68,0
2688,64118,7,2016,23,0,3.9,,-11.2,,1012.6,350,4.6,68.68,0
2689,64119,7,2016,23,1,2.7,,-11,,1013.2,340,5.1,73.68,0
2690,64120,7,2016,23,2,1.2,,-11.9,,1014,320,3.6,78.68,0
2691,64121,7,2016,23,3,0.4,,-11.3,,1015,320,4.1,83.68,0
2692,64122,7,2016,23,4,-0.7,,-10.8,,1015.5,320,4.6,92.12,0
2693,64123,7,2016,23,5,-1.4,,-11.4,,1015.5,330,3.6,90.50,0
2694,64124,7,2016,23,6,-2.1,,-12,,1015.7,320,3.1,82.07,82
2695,64125,7,2016,23,7,-1.8,,-11,,1016.2,320,4.1,77.07,321
2696,64126,7,2016,23,8,-1.2,,-11.2,,1016.7,310,4.1,72.07,555
2697,64127,7,2016,23,9,-0.1,,-11.4,,1016.5,310,3.6,67.07,765
2698,64128,7,2016,23,10,0.9,,-11.9,,1015.6,300,3.1,62.07,937
2699,64129,7,2016,23,11,1.6,,-12,,1015.2,260,3.1,57.07,1059
2700,64130,7,2016,23,12,3.3,,-11.6,,1014.2,260,4.6,52.07,1123
2701,64131,7,2016,23,13,3.9,,-10.8,,1014,250,6.7,47.07,1124
2702,64132,7,2016,23,14,4.7,,-11.8,,1013.4,260,5.7,42.07,1062
2703,64133,7,2016,23,15,6.5,,-11.6,,1012.6,270,6.2,37.07,942
2704,64134,7,2016,23,16,6.9,,-12.4,,1012.4,280,6.2,32.07,772
2705,64135,7,2016,23,17,7.6,,-11.7,,1012.5,290,5.7,30.79,563
2706,64136,7,2016,23,18,7.5,,-12.6,,1012.3,300,7.2,35.79,329
2707,64137,7,2016,23,19,8,,-12.6,,1012.6,310,7.2,40.79,90
2708,64138,7,2016,23,20,6.2,,-12.3,,1013.7,330,4.6,45.79,0
2709,64139,7,2016,23,21,5.2,,-12.1,,1014.3,320,4.6,50.79,0
2710,64140,7,2016,23,22,4.2,,-11.4,,1014.9,320,3.1,55.79,0
2711,64141,7,2016,23,23,2.7,,-11.5,,1014.8,290,2.1,57.25,0
2712,64142,7,2016,24,0,2.5,,-11,,1015.3,310,2.1,59.81,0
2713,64143,7,2016,24,1,1.9,,-10.1,,1015.7,270,2.1,59.97,0
2714,64144,7,2016,24,2,1.6,,-9.3,,1016.3,340,2.6,60.84,0
2715,64145,7,2016,24,3,0.5,,-8.4,,1016.6,350,4.1,61.28,0
2716,64146,7,2016,24,4,-0.2,,-7.4,,1017.7,350,2.6,61.66,0
2717,64147,7,2016,24,5,-0.5,,-7.3,,1018.3,330,3.1,61.07,0
2718,64148,7,2016,24,6,-1.4,,-7.1,,1019.6,340,2.6,58.19,88
2719,64149,7,2016,24,7,-0.2,,-6.7,,1020.1,350,3.1,51.43,327
2720,64150,7,2016,24,8,0.5,,-7.1,,1021.1,340,3.6,41.93,561
2721,64151,7,2016,24,9,1,,-8,,1021.9,350,3.1,35.70,770
2722,64152,7,2016,24,10,1.9,,-7.9,,1021.8,360,4.1,31.83,942
2723,64153,7,2016,24,11,2.9,,-7.6,,1021.6,330,2.6,29.18,1063
2724,64154,7,2016,24,12,3.9,,-8.2,,1021.3,300,1.5,27.33,1127
2725,64155,7,2016,24,13,5.3,,-6.2,,1020.6,320,2.6,26.79,1128
2726,64156,7,2016,24,14,7.3,,-6.5,,1019.6,20,2.6,26.55,1066
2727,64157,7,2016,24,15,7.7,,-7.6,,1019.2,30,2.6,26.83,946
2728,64158,7,2016,24,16,8.2,,-7.6,,1019.2,350,3.1,26.08,776
2729,64159,7,2016,24,17,8.6,,-8.2,,1019,10,5.1,26.07,567
2730,64160,7,2016,24,18,8.8,,-7.6,,1019.2,350,4.1,27.89,334
2731,64161,7,2016,24,19,8.1,,-7.9,,1019.7,360,3.6,33.45,94
2732,64162,7,2016,24,20,7.2,,-7.4,,1020.2,360,3.6,37.04,0
2733,64163,7,2016,24,21,6.2,,-8,,1020.7,50,3.1,45.96,0
2734,64164,7,2016,24,22,4.5,,-7.5,,1021,50,2.1,49.46,0
2735,64165,7,2016,24,23,4.5,,-7.8,,1021.1,50,2.1,44.32,0
2736,64166,7,2016,25,0,4.1,,-7.5,,1020.9,40,2.1,46.18,0
2737,64167,7,2016,25,1,3.3,,-6.8,,1020.9,50,2.6,40.18,0
2738,64168,7,2016,25,2,1.9,,-7.1,,1020.9,60,3.1,40.64,0
2739,64169,7,2016,25,3,1.2,,-6.9,,1021.1,70,3.1,41.17,0
2740,64170,7,2016,25,4,0.6,,-6.7,,1021.2,60,3.6,41.28,0
2741,64171,7,2016,25,5,0,,-7,,1021.6,70,3.6,38.24,0
2742,64172,7,2016,25,6,-0.4,,-7.5,,1021.9,70,4.1,32.28,93
2743,64173,7,2016,25,7,0.4,,-7.9,,1022.3,70,4.6,28.98,333
2744,64174,7,2016,25,8,2.3,,-7.9,,1022.4,60,5.1,30.04,566
2745,64175,7,2016,25,9,4.6,,-7.8,,1022.5,60,5.7,33.03,775
2746,64176,7,2016,25,10,6.2,,-8.9,,1022.4,70,5.1,34.93,946
2747,64177,7,2016,25,11,7.6,,-8.1,,1022,80,4.1,37.43,1067
2748,64178,7,2016,25,12,8.6,,-8,,1021.5,30,4.1,38.61,1130
2749,64179,7,2016,25,13,9.3,,-8,,1020.8,60,2.6,42.75,1131
2750,64180,7,2016,25,14,10.6,,-7.7,,1020.1,100,2.6,47.75,1069
2751,64181,7,2016,25,15,11.2,,-7.7,,1019.5,360,3.1,52.75,949
2752,64182,7,2016,25,16,11.8,,-8.2,,1019.3,50,1.5,57.75,779
2753,64183,7,2016,25,17,12.4,,-8.5,,1019,90,2.6,62.75,571
2754,64184,7,2016,25,18,12.4,,-7.3,,1018.8,50,2.6,67.75,338
2755,64185,7,2016,25,19,12.1,,-8.6,,1018.7,80,2.6,72.75,98
2756,64186,7,2016,25,20,10.7,,-7.1,,1019.5,70,0.5,77.75,0
2757,64187,7,2016,25,21,10,,-7.3,,1020.7,360,3.6,82.75,0
2758,64188,7,2016,25,22,8.1,,-6.9,,1021.3,350,2.1,87.75,0
2759,64189,7,2016,25,23,7.8,,-7.1,,1021.8,360,2.1,85.93,0
2760,64190,7,2016,26,0,5.8,,-7,,1021.8,30,1.5,94.63,0
2761,64191,7,2016,26,1,4.6,,-5.3,,1021.8,40,0.5,94.64,0
2762,64192,7,2016,26,2,4,,-4.3,,1021.9,350,1.5,95.10,0
2763,64193,7,2016,26,3,2.7,,-4.6,,1022.1,30,0.5,96.21,0
2764,64194,7,2016,26,4,2.6,,-3.9,,1022.6,350,1,95.91,0
2765,64195,7,2016,26,5,1.3,,-4.4,,1023.3,340,1,94.64,0
2766,64196,7,2016,26,6,0.1,,-4.9,,1023.9,50,0.5,93.48,99
2767,64197,7,2016,26,7,3.7,,-3.1,,1024.8,70,0.5,91.80,339
2768,64198,7,2016,26,8,6.1,,-7,,1025.5,80,4.1,88.29,571
2769,64199,7,2016,26,9,7.2,,-7.5,,1025.6,80,3.6,84.03,780
2770,64200,7,2016,26,10,9.3,,-7,,1025.3,60,3.1,78.98,950
2771,64201,7,2016,26,11,10.4,,-7.7,,1024.9,40,1.5,75.81,1071
2772,64202,7,2016,26,12,11.7,,-7.4,,1024.6,70,2.1,71.86,1134
2773,64203,7,2016,26,13,12.4,,-6.9,,1024,50,3.6,70.95,1134
2774,64204,7,2016,26,14,13.4,,-6.5,,1023.3,60,2.1,68.92,1073
2775,64205,7,2016,26,15,14.1,,-7,,1023,110,2.6,69.89,952
2776,64206,7,2016,26,16,15.3,,-3.5,,1022.2,40,1.5,69.82,783
2777,64207,7,2016,26,17,15.4,,-6.3,,1021.9,110,3.1,72.77,575
2778,64208,7,2016,26,18,15.8,,-6,,1021.7,120,2.1,76.38,342
2779,64209,7,2016,26,19,15.2,,-6.2,,1022,110,2.6,81.04,102
2780,64210,7,2016,26,20,13.9,,-6.1,,1022,130,2.6,83.41,0
2781,64211,7,2016,26,21,11.3,,-4.3,,1022,140,0.5,85.49,0
2782,64212,7,2016,26,22,10.1,,-4.8,,1021.9,360,0,88.26,0
2783,64213,7,2016,26,23,10.6,,-6.3,,1022,90,1.5,84.10,0
2784,64214,7,2016,27,0,9.4,,-5.4,,1022.1,60,2.1,89.10,0
2785,64215,7,2016,27,1,7.9,,-4.4,,1022.4,50,2.1,98.50,0
2786,64216,7,2016,27,2,8,,-4.8,,1022.3,50,2.6,99.07,0
2787,64217,7,2016,27,3,8.4,,-6.2,,1021.6,50,3.1,99.38,0
2788,64218,7,2016,27,4,8.1,,-5.7,,1021.2,60,3.6,99.40,0
2789,64219,7,2016,27,5,8.2,,-7.7,,1021.2,70,3.6,99.40,0
2790,64220,7,2016,27,6,8,,-8.4,,1021,70,4.1,99.40,104
2791,64221,7,2016,27,7,7.8,,-7.5,,1020.8,60,3.6,99.40,344
2792,64222,7,2016,27,8,8.5,,-7.7,,1020.5,70,5.1,99.40,576
2793,64223,7,2016,27,9,9.1,,-7,,1020.9,70,3.6,99.40,784
2794,64224,7,2016,27,10,10,,-7,,1021.4,80,3.6,92.37,954
2795,64225,7,2016,27,11,9,,-1.7,,1021.2,90,5.1,87.37,1075
2796,64226,7,2016,27,12,7.6,,2.3,,1021.2,80,3.6,82.37,1137
2797,64227,7,2016,27,13,7.3,,2.8,2,1020.6,70,4.6,77.37,1138
2798,64228,7,2016,27,14,8,,4.7,,1020,70,5.1,72.37,1076
2799,64229,7,2016,27,15,7.3,,5.3,7,1019.3,70,4.6,67.37,956
2800,64230,7,2016,27,16,7.2,,5.1,2,1019.1,80,4.1,62.37,786
2801,64231,7,2016,27,17,7,,4.7,2,1018.8,70,4.1,57.37,578
2802,64232,7,2016,27,18,7.1,,4.9,6,1018.9,50,3.6,50.73,347
2803,64233,7,2016,27,19,6.8,,5.4,11,1018.6,50,3.6,53.75,107
2804,64234,7,2016,27,20,6.8,,5.2,3,1018.4,40,4.1,57.11,0
2805,64235,7,2016,27,21,6.8,,5.4,,1018.4,40,3.1,61.23,0
2806,64236,7,2016,27,22,6.7,,5.1,2,1018.2,50,4.1,62.19,0
2807,64237,7,2016,27,23,6.6,,5.3,,1017.5,60,3.6,54.05,0
2808,64238,7,2016,28,0,6.7,,5.2,,1017.3,40,3.6,59.05,0
2809,64239,7,2016,28,1,6.8,,5.3,,1017.2,30,2.6,64.05,0
2810,64240,7,2016,28,2,6.6,,5.3,,1016.9,30,2.6,69.05,0
2811,64241,7,2016,28,3,6.8,,5.4,,1015.9,30,3.1,74.05,0
2812,64242,7,2016,28,4,6.7,,5.7,,1015.4,40,2.1,79.05,0
2813,64243,7,2016,28,5,7,,5.4,,1016.9,60,1.5,76.20,0
2814,64244,7,2016,28,6,7.1,,5.3,,1015.4,10,3.6,67.58,110
2815,64245,7,2016,28,7,7.2,,5.1,,1015.7,30,3.1,63.80,350
2816,64246,7,2016,28,8,7.5,,5.4,,1015.6,20,3.6,58.31,581
2817,64247,7,2016,28,9,7.9,,5.7,,1015.2,40,3.6,52.21,789
2818,64248,7,2016,28,10,8.8,,6.4,,1015.2,40,3.6,49.09,959
2819,64249,7,2016,28,11,9.3,,6.2,,1014.9,50,3.6,46.37,1079
2820,64250,7,2016,28,12,8.8,,5.5,,1014.9,70,4.1,44.22,1141
2821,64251,7,2016,28,13,9.1,,5.6,,1014.9,80,4.6,44.82,1141
2822,64252,7,2016,28,14,9.4,,5.2,,1015.1,20,3.1,43.53,1079
2823,64253,7,2016,28,15,9.7,,5.1,,1014.9,360,2.6,40.92,959
2824,64254,7,2016,28,16,9.4,,5.6,,1015,40,3.1,40.48,790
2825,64255,7,2016,28,17,9.4,,5.6,,1015.2,100,2.1,39.88,582
2826,64256,7,2016,28,18,9,,5.9,,1015.5,70,2.6,40.42,351
2827,64257,7,2016,28,19,8.5,,6,,1015.6,110,2.1,44.28,111
2828,64258,7,2016,28,20,8.3,,5.5,,1015.8,120,1.5,47.56,0
2829,64259,7,2016,28,21,8,,5.9,,1016,130,1,53.33,0
2830,64260,7,2016,28,22,7.7,,5.9,,1015.7,120,1.5,57.62,0
2831,64261,7,2016,28,23,7.2,,5.8,,1015.8,170,1,54.12,0
2832,64262,7,2016,29,0,7.1,,5.8,,1015.6,170,1,60.15,0
2833,64263,7,2016,29,1,5.7,,4.9,,1014.7,360,0,62.09,0
2834,64264,7,2016,29,2,4.1,,3.7,,1014.2,290,1.5,64.36,0
2835,64265,7,2016,29,3,4.1,,3.8,,1014.5,90,0.5,64.55,0
2836,64266,7,2016,29,4,2.8,,2.6,,1015,160,0.5,65.23,0
2837,64267,7,2016,29,5,2,,1.8,,1014.7,170,1,64.34,0
2838,64268,7,2016,29,6,1.6,,1.5,,1014.6,170,1,63.91,116
2839,64269,7,2016,29,7,2.1,,2,,1014.7,360,0,62.24,355
2840,64270,7,2016,29,8,4.5,,4.4,,1014.4,60,1.5,59.62,586
2841,64271,7,2016,29,9,6.4,,6.2,,1014.4,40,1.5,53.98,793
2842,64272,7,2016,29,10,9.1,,5.9,,1013.8,80,1.5,47.63,962
2843,64273,7,2016,29,11,11.3,,5.3,,1013,100,2.6,41.33,1082
2844,64274,7,2016,29,12,12.3,,5.6,,1012,40,1.5,36.78,1144
2845,64275,7,2016,29,13,13,,3.8,,1011.6,80,2.1,35.19,1144
2846,64276,7,2016,29,14,14,,4.7,,1011,120,2.6,33.43,1082
2847,64277,7,2016,29,15,14.1,,3.9,,1010.4,90,3.1,32.62,962
2848,64278,7,2016,29,16,14.6,,3,,1009.9,90,3.6,32.51,793
2849,64279,7,2016,29,17,15.3,,3.1,,1009.6,140,3.6,33.06,586
2850,64280,7,2016,29,18,14.8,,2.2,,1009.3,140,4.1,36.51,355
2851,64281,7,2016,29,19,14.3,,1.6,,1009.1,130,4.1,39.16,116
2852,64282,7,2016,29,20,13,,2.1,,1009.3,130,3.6,40.81,0
2853,64283,7,2016,29,21,11.9,,3.2,,1009.7,110,4.1,42.30,0
2854,64284,7,2016,29,22,10.7,,3,,1010,110,3.1,44.05,0
2855,64285,7,2016,29,23,9.6,,3,,1009.8,100,2.6,42.14,0
2856,64286,7,2016,30,0,7.7,,2.7,,1009.8,70,1,48.70,0
2857,64287,7,2016,30,1,6.9,,2.9,,1009.7,60,2.6,50.76,0
2858,64288,7,2016,30,2,6.4,,3.1,,1009.5,60,2.6,51.90,0
2859,64289,7,2016,30,3,6.2,,3.1,,1009.2,60,3.1,54.48,0
2860,64290,7,2016,30,4,5.9,,3.2,,1009,70,3.6,55.03,0
2861,64291,7,2016,30,5,5.4,,2.8,,1008.9,60,3.1,55.02,0
2862,64292,7,2016,30,6,5.3,,2.6,,1009.1,70,3.6,54.77,121
2863,64293,7,2016,30,7,5.5,,2.9,,1009.3,70,5.1,52.59,360
2864,64294,7,2016,30,8,6.7,,3.5,,1009.6,70,4.1,52.38,591
2865,64295,7,2016,30,9,7.8,,3.9,,1009.8,70,5.1,57.79,797
2866,64296,7,2016,30,10,9.1,,4.2,,1009.6,80,5.1,63.52,967
2867,64297,7,2016,30,11,11.1,,4.1,,1009.5,70,4.6,70.51,1086
2868,64298,7,2016,30,12,12.6,,5.3,,1009,70,5.1,68.65,1147
2869,64299,7,2016,30,13,13.2,,4.6,,1009,70,5.7,72.21,1147
2870,64300,7,2016,30,14,13.6,,5.2,,1008.6,60,5.7,77.21,1085
2871,64301,7,2016,30,15,14.6,,5.7,,1008.1,70,4.6,82.10,966
2872,64302,7,2016,30,16,13.9,,5.9,,1008,70,5.7,80.48,796
2873,64303,7,2016,30,17,13.2,,6,,1008.1,90,6.2,81.82,590
2874,64304,7,2016,30,18,12.5,,5.5,,1008.5,90,4.6,80.49,359
2875,64305,7,2016,30,19,12.2,,5.5,,1008.8,70,5.7,87.52,120
2876,64306,7,2016,30,20,12.1,,6.5,,1009.1,70,4.6,88.46,0
2877,64307,7,2016,30,21,11.4,,6.8,,1009.5,60,4.6,89.50,0
2878,64308,7,2016,30,22,10.3,,7.6,,1009.8,60,4.1,92.83,0
2879,64309,7,2016,30,23,10.2,,7.8,,1009.6,30,2.6,85.66,0
2880,64310,7,2016,1,0,10.5,,7.3,,1009.5,40,4.1,94.35,0
2881,64311,7,2016,1,1,10.4,,7,,1009.6,50,3.6,94.62,0
2882,64312,7,2016,1,2,10.4,,6.9,,1009.5,50,3.1,94.78,0
2883,64313,7,2016,1,3,10.2,,6.6,,1009.3,50,3.1,95.03,0
2884,64314,7,2016,1,4,10.2,,6.2,,1009.6,60,3.6,95.44,0
2885,64315,7,2016,1,5,10,,5.8,,1010,60,4.6,95.91,0
2886,64316,7,2016,1,6,9.7,,5.9,,1010.3,50,3.1,96.11,127
2887,64317,7,2016,1,7,9.9,,5.6,,1010.9,50,3.6,96.24,366
2888,64318,7,2016,1,8,11.3,,5.4,,1011.3,70,5.1,96.75,596
2889,64319,7,2016,1,9,12.1,,5.1,,1011.6,60,4.6,95.94,802
2890,64320,7,2016,1,10,13,,4.6,,1011.4,40,4.6,94.87,970
2891,64321,7,2016,1,11,14.4,,3.3,,1011.3,40,5.7,95.19,1089
2892,64322,7,2016,1,12,15.5,,3.7,,1011,50,5.7,95.85,1150
2893,64323,7,2016,1,13,16.3,,2.1,,1010.4,60,5.1,96.11,1150
2894,64324,7,2016,1,14,17.2,,2.1,,1009.7,70,5.1,96.13,1088
2895,64325,7,2016,1,15,18.1,,2,,1009.2,70,4.6,96.65,969
2896,64326,7,2016,1,16,18.4,,1.7,,1008.7,80,4.6,96.53,800
2897,64327,7,2016,1,17,19.3,,1.9,,1008.3,70,4.1,96.98,593
2898,64328,7,2016,1,18,18.4,,1.5,,1008.2,100,5.1,97.50,363
2899,64329,7,2016,1,19,17.7,,1.9,,1008.3,100,4.1,98.11,125
2900,64330,7,2016,1,20,16.3,,2.7,,1008.6,120,3.6,98.20,0
2901,64331,7,2016,1,21,14.3,,3,,1009.3,100,3.1,97.95,0
2902,64332,7,2016,1,22,12,,2.9,,1009.6,70,1,98.30,0
2903,64333,7,2016,1,23,9.9,,2.9,,1009.5,70,1,89.73,0
2904,64334,7,2016,2,0,9.1,,3.2,,1009.6,330,1.5,99.06,0
2905,64335,7,2016,2,1,9.4,,3.2,,1009.6,360,1,99.28,0
2906,64336,7,2016,2,2,8.6,,2.7,,1009.7,340,1,99.43,0
2907,64337,7,2016,2,3,7.8,,1.5,,1009.7,360,2.6,99.04,0
2908,64338,7,2016,2,4,6.8,,3.4,,1010,110,1.5,91.05,0
2909,64339,7,2016,2,5,5,,2.6,,1010.2,320,0.5,88.74,1
2910,64340,7,2016,2,6,5.4,,2.2,,1010.7,360,0.5,84.55,133
2911,64341,7,2016,2,7,8.5,,5.1,,1011.5,70,1,78.98,371
2912,64342,7,2016,2,8,11.7,,3.5,,1012,60,3.1,72.63,600
2913,64343,7,2016,2,9,11.5,,3.3,,1012.6,80,2.6,66.88,806
2914,64344,7,2016,2,10,14.2,,3.6,,1012.7,50,3.1,59.34,974
2915,64345,7,2016,2,11,16,,2.8,,1012.3,30,3.6,55.53,1092
2916,64346,7,2016,2,12,16.5,,1.8,,1012.3,40,4.6,61.58,1154
2917,64347,7,2016,2,13,19.4,,1.7,,1011.5,70,3.6,69.54,1153
2918,64348,7,2016,2,14,20.3,,0.7,,1010.7,90,4.6,78.36,1091
2919,64349,7,2016,2,15,21.2,,1.8,,1010.1,80,4.1,75.61,972
2920,64350,7,2016,2,16,21.1,,1.4,,1009.5,100,4.1,71.05,803
2921,64351,7,2016,2,17,21.5,,2.5,,1009.1,90,4.1,68.22,597
2922,64352,7,2016,2,18,20.4,,0.9,,1009.2,90,3.1,73.22,367
2923,64353,7,2016,2,19,20,,-0.7,,1009.1,110,4.6,79.60,129
2924,64354,7,2016,2,20,19.3,,-2.1,,1009.3,110,2.6,78.50,0
2925,64355,7,2016,2,21,17.1,,-2.2,,1009.6,80,2.6,76.43,0
2926,64356,7,2016,2,22,15.8,,-2.2,,1009.5,80,1.5,76.75,0
2927,64357,7,2016,2,23,12.7,,-1.4,,1009.4,60,1.5,70.73,0
2928,64358,7,2016,3,0,12.3,,-0.1,,1008.9,80,1.5,77.41,0
2929,64359,7,2016,3,1,12.6,,0.8,,1008.5,70,1.5,77.06,0
2930,64360,7,2016,3,2,15.6,,1.2,,1008.1,100,2.6,80.28,0
2931,64361,7,2016,3,3,15.2,,1.2,,1007.6,90,1.5,82.30,0
2932,64362,7,2016,3,4,14.3,,1.7,,1007.3,140,2.1,81.54,0
2933,64363,7,2016,3,5,13.3,,2.5,,1007.3,130,0.5,73.83,1
2934,64364,7,2016,3,6,11.6,,3,,1007.2,120,1.5,74.70,138
2935,64365,7,2016,3,7,13.2,,4.9,,1007.6,190,3.1,69.75,376
2936,64366,7,2016,3,8,15,,8.2,,1007.6,200,4.1,66.78,605
2937,64367,7,2016,3,9,15.1,,9.3,,1007.3,170,4.1,65.56,810
2938,64368,7,2016,3,10,15.5,,9.5,,1006.4,190,5.7,61.50,977
2939,64369,7,2016,3,11,18.7,,11.1,,1005.6,170,4.6,60.00,1096
2940,64370,7,2016,3,12,18.2,,9.4,,1004.9,200,6.2,55.00,1156
2941,64371,7,2016,3,13,18.4,,9.6,,1004.5,210,6.2,50.00,1156
2942,64372,7,2016,3,14,18.3,,8,,1004.1,200,5.7,45.00,1094
